"CODCT";"PROJETO";"Obra";"Tipo Obra";"RDO";"STATUS_RDO";"DATA_VALIDACAO_SALA_TECNICA"
"0007";"26014858";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26015013";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26015030";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26015056";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26015161";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26015188";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26015269";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26015285";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26015374";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26015455";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26015692";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";29/4/2025 00:00:00
"0007";"26015765";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";29/4/2025 00:00:00
"0007";"26015820";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26016150";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26016176";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26016303";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26016370";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26016427";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26016648";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26016842";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26017008";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26017504";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";18/6/2025 00:00:00
"0007";"26017580";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26017636";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26017725";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26017814";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";20/6/2025 00:00:00
"0007";"26017857";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26017865";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26017890";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26018047";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26018071";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";20/6/2025 00:00:00
"0007";"26018225";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26018241";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26018250";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26018748";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26018853";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26018870";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26018926";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26019019";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26019183";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26019329";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26019400";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26019426";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";18/6/2025 00:00:00
"0007";"26019612";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26019620";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26019698";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";18/6/2025 00:00:00
"0007";"26019809";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26019868";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/2/2025 00:00:00
"0007";"26020041";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26020300";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26020440";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26021374";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26021404";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26021773";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26022109";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26022176";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26022290";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26022303";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26022320";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26022338";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26022389";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26022397";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26022656";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";26/3/2025 00:00:00
"0007";"26022761";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26022770";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26022800";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26023350";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26023679";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26023717";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26023768";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26023903";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";20/6/2025 00:00:00
"0007";"26024357";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26024616";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26025108";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26025434";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26026139";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26026295";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26026503";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";10/6/2025 00:00:00
"0007";"26026570";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26026864";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26026945";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26026970";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26027011";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26027100";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26027119";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26027127";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26027356";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26027550";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26027933";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26027941";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028069";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028123";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028166";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028387";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028417";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028492";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028700";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028743";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028751";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028786";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028816";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028930";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028948";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26028999";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26029081";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26029090";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26029170";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26029200";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26029375";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26029413";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26029537";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26029669";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26029677";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26029774";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26030209";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26030276";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26030365";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26030411";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26030420";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26030497";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26030527";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26030578";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/4/2025 00:00:00
"0007";"26030780";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";14/4/2025 00:00:00
"0007";"26030888";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26030918";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26030926";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26031175";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26031191";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26031310";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26031434";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26031647";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";29/3/2025 00:00:00
"0007";"26031728";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26031744";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26032163";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";27/3/2025 00:00:00
"0007";"26032279";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26032660";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26032724";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";20/6/2025 00:00:00
"0007";"26032856";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26032880";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";22/4/2025 00:00:00
"0007";"26033003";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26033062";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26033305";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";18/6/2025 00:00:00
"0007";"26033453";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26033593";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26034522";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26035901";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26036541";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";18/6/2025 00:00:00
"0007";"26036762";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";22/4/2025 00:00:00
"0007";"26037033";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";11/6/2025 00:00:00
"0007";"26037106";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26037378";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";12/3/2025 00:00:00
"0007";"26037459";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26037513";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26037521";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26037645";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0007";"26037742";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26037815";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26037823";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26037920";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";19/2/2025 00:00:00
"0007";"26037971";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0007";"26038048";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26038064";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";11/6/2025 00:00:00
"0007";"26038099";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0007";"26038102";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0007";"26038145";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0007";"26038234";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26038277";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26038455";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26038528";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26038781";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";18/6/2025 00:00:00
"0007";"26039664";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26040425";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26040662";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26040735";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26041251";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26041510";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26041553";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26041600";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26041731";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26041758";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26041839";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";21/2/2025 00:00:00
"0007";"26041928";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/2/2025 00:00:00
"0007";"26041979";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/2/2025 00:00:00
"0007";"26042177";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";18/6/2025 00:00:00
"0007";"26042770";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26043173";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";18/6/2025 00:00:00
"0007";"26043181";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";25/2/2025 00:00:00
"0007";"26043211";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26043459";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";25/2/2025 00:00:00
"0007";"26043475";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";21/2/2025 00:00:00
"0007";"26132625";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26133293";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26133325";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26133956";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0007";"26134093";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26135604";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26137475";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26140209";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26140489";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26141787";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26141817";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";20/6/2025 00:00:00
"0007";"26143780";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/2/2025 00:00:00
"0007";"26143828";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26144727";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";26/3/2025 00:00:00
"0007";"26147050";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/2/2025 00:00:00
"0007";"26147572";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
