"PROJETO";"Fase";"Região";"UF";"Município";"Escopo_RE";"Escopo_RI";"Escopo_GS";"Energia compart";"Escola Conectada"
"29031680";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29031729";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29031737";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29031745";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29031770";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29031788";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29848750";"4.1";"Nordeste II";"BA";"América Dourada";"Sim";"Sim";"Não";;"Sim"
"29848768";"4.1";"Nordeste II";"BA";"América Dourada";"Sim";"Sim";"Não";;"Sim"
"29850770";"4.1";"Nordeste II";"BA";"América Dourada";"Sim";"Sim";"Não";;"Sim"
"29851769";"4.1";"Nordeste II";"BA";"América Dourada";"Sim";"Sim";"Não";;"Sim"
"29048230";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29048532";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29031877";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29031907";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29031915";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29031940";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29031966";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29031982";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29471222";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29483476";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29032016";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29032040";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29068851";"4.1";"Nordeste II";"BA";"Caém";"Sim";"Sim";"Não";;"Não"
"29032075";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29032091";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29032113";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Sim";;"Não"
"29032121";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29032130";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29032229";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29032237";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29032261";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29032288";"4.1";"Nordeste II";"BA";"Sento Sé";"Sim";"Sim";"Não";;"Não"
"29032377";"4.1";"Nordeste II";"BA";"Sobradinho";"Sim";"Sim";"Não";;"Sim"
"29032393";"4.1";"Nordeste II";"BA";"Sobradinho";"Sim";"Sim";"Não";;"Não"
"29032423";"4.1";"Nordeste II";"BA";"Sobradinho";"Sim";"Sim";"Não";;"Sim"
"29032440";"4.1";"Nordeste II";"BA";"Sobradinho";"Sim";"Sim";"Não";;"Não"
"29032458";"4.1";"Nordeste II";"BA";"Sobradinho";"Sim";"Sim";"Não";;"Não"
"29059712";"4.1";"Nordeste II";"BA";"Cafarnaum";"Sim";"Sim";"Não";;"Não"
"29032610";"4.1";"Nordeste II";"BA";"Abaré";"Sim";"Sim";"Não";;"Não"
"29032636";"4.1";"Nordeste II";"BA";"Abaré";"Sim";"Sim";"Não";;"Não"
"29032695";"4.1";"Nordeste II";"BA";"Abaré";"Sim";"Sim";"Não";;"Sim"
"29032709";"4.1";"Nordeste II";"BA";"Abaré";"Sim";"Sim";"Não";;"Sim"
"29032733";"4.1";"Nordeste II";"BA";"Abaré";"Sim";"Sim";"Não";;"Sim"
"29032768";"4.1";"Nordeste II";"BA";"Abaré";"Sim";"Sim";"Não";;"Não"
"29032911";"4.1";"Nordeste II";"BA";"Abaré";"Sim";"Sim";"Não";;"Não"
"29032989";"4.1";"Nordeste II";"BA";"Abaré";"Sim";"Sim";"Não";;"Não"
"29033071";"4.1";"Nordeste II";"BA";"Abaré";"Sim";"Sim";"Não";;"Sim"
"29033080";"4.1";"Nordeste II";"BA";"Abaré";"Sim";"Sim";"Não";;"Sim"
"29033314";"4.1";"Nordeste II";"BA";"Chorrochó";"Sim";"Sim";"Não";;"Não"
"29033837";"4.1";"Nordeste II";"BA";"Glória";"Sim";"Sim";"Não";;"Não"
"29033861";"4.1";"Nordeste II";"BA";"Glória";"Sim";"Sim";"Não";;"Não"
"29033934";"4.1";"Nordeste II";"BA";"Glória";"Sim";"Sim";"Não";;"Não"
"29034159";"4.1";"Nordeste II";"BA";"Glória";"Sim";"Sim";"Não";;"Não"
"29034175";"4.1";"Nordeste II";"BA";"Glória";"Sim";"Sim";"Não";;"Não"
"29034183";"4.1";"Nordeste II";"BA";"Glória";"Sim";"Sim";"Não";;"Não"
"29034256";"4.1";"Nordeste II";"BA";"Glória";"Sim";"Sim";"Não";;"Não"
"29034299";"4.1";"Nordeste II";"BA";"Macururé";"Sim";"Sim";"Não";;"Não"
"29034353";"4.1";"Nordeste II";"BA";"Macururé";"Sim";"Sim";"Não";;"Não"
"29034515";"4.1";"Nordeste II";"BA";"Macururé";"Sim";"Sim";"Não";;"Não"
"29034620";"4.1";"Nordeste II";"BA";"Macururé";"Sim";"Sim";"Não";;"Não"
"29034639";"4.1";"Nordeste II";"BA";"Macururé";"Sim";"Sim";"Não";;"Não"
"29034760";"4.1";"Nordeste II";"BA";"Macururé";"Sim";"Sim";"Não";;"Não"
"29034906";"4.1";"Nordeste II";"BA";"Macururé";"Sim";"Sim";"Não";;"Não"
"29034914";"4.1";"Nordeste II";"BA";"Macururé";"Sim";"Sim";"Não";;"Não"
"29035120";"4.1";"Nordeste II";"BA";"Paulo Afonso";"Sim";"Sim";"Não";;"Não"
"29035457";"4.1";"Nordeste II";"BA";"Paulo Afonso";"Sim";"Sim";"Não";;"Não"
"29035473";"4.1";"Nordeste II";"BA";"Paulo Afonso";"Sim";"Sim";"Não";;"Não"
"29035503";"4.1";"Nordeste II";"BA";"Paulo Afonso";"Sim";"Sim";"Não";;"Não"
"29036186";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036208";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036259";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Não"
"29036305";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036313";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036429";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036437";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036526";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036631";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036666";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Não"
"29036690";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036755";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036828";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036917";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036925";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036941";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036950";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29036984";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29037034";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Não"
"29037182";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29037204";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Não"
"29037280";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29037301";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Não"
"29037328";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29037344";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Não"
"29037379";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Não"
"29037476";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Não"
"29037506";"4.1";"Nordeste II";"BA";"Barra";"Sim";"Sim";"Não";;"Sim"
"29037719";"4.1";"Nordeste II";"BA";"Buritirama";"Sim";"Sim";"Não";;"Sim"
"29037840";"4.1";"Nordeste II";"BA";"Buritirama";"Sim";"Sim";"Não";;"Não"
"29038014";"4.1";"Nordeste II";"BA";"Buritirama";"Sim";"Sim";"Não";;"Sim"
"29038049";"4.1";"Nordeste II";"BA";"Buritirama";"Sim";"Sim";"Não";;"Não"
"29038103";"4.1";"Nordeste II";"BA";"Buritirama";"Sim";"Sim";"Não";;"Não"
"29038227";"4.1";"Nordeste II";"BA";"Buritirama";"Sim";"Sim";"Não";;"Não"
"29038260";"4.1";"Nordeste II";"BA";"Buritirama";"Sim";"Sim";"Não";;"Sim"
"29038456";"4.1";"Nordeste II";"BA";"Buritirama";"Sim";"Sim";"Não";;"Sim"
"29038510";"4.1";"Nordeste II";"BA";"Buritirama";"Sim";"Sim";"Não";;"Sim"
"29038553";"4.1";"Nordeste II";"BA";"Buritirama";"Sim";"Sim";"Não";;"Sim"
"29039320";"4.1";"Nordeste II";"BA";"Ibotirama";"Sim";"Sim";"Não";;"Não"
"29039380";"4.1";"Nordeste II";"BA";"Ibotirama";"Sim";"Sim";"Não";;"Não"
"29060010";"4.1";"Nordeste II";"BA";"Cafarnaum";"Sim";"Sim";"Não";;"Não"
"29039410";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Sim"
"29039460";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039487";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Sim"
"29039495";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039533";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039541";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039568";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039614";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Sim"
"29039657";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Sim"
"29039665";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039673";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039690";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039754";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039770";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039819";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039827";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039843";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039860";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039908";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039924";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039932";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039959";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29039991";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29040027";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29040035";"4.1";"Nordeste II";"BA";"Itaguaçu da Bahia";"Sim";"Sim";"Não";;"Não"
"29040060";"4.1";"Nordeste II";"BA";"Morpará";"Sim";"Sim";"Não";;"Não"
"29040086";"4.1";"Nordeste II";"BA";"Morpará";"Sim";"Sim";"Não";;"Não"
"29376424";"4.1";"Nordeste II";"BA";"Cafarnaum";"Sim";"Sim";"Não";;"Não"
"29040701";"4.1";"Nordeste II";"BA";"Muquém do São Francisco";"Sim";"Sim";"Não";;"Não"
"29040736";"4.1";"Nordeste II";"BA";"Muquém do São Francisco";"Sim";"Sim";"Não";;"Não"
"29040833";"4.1";"Nordeste II";"BA";"Muquém do São Francisco";"Sim";"Sim";"Não";;"Não"
"29040868";"4.1";"Nordeste II";"BA";"Muquém do São Francisco";"Sim";"Sim";"Não";;"Não"
"29040965";"4.1";"Nordeste II";"BA";"Muquém do São Francisco";"Sim";"Sim";"Não";;"Não"
"29041015";"4.1";"Nordeste II";"BA";"Muquém do São Francisco";"Sim";"Sim";"Não";;"Não"
"29042712";"4.1";"Nordeste II";"BA";"Xique-Xique";"Sim";"Sim";"Não";;"Sim"
"29042747";"4.1";"Nordeste II";"BA";"Xique-Xique";"Sim";"Sim";"Não";;"Sim"
"29043131";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29043174";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29043212";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29043395";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29043417";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29043557";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29043590";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29043697";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29043760";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29043794";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29043948";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29044022";"4.1";"Nordeste II";"BA";"Bom Jesus da Lapa";"Sim";"Sim";"Não";;"Não"
"29044324";"4.1";"Nordeste II";"BA";"Carinhanha";"Sim";"Sim";"Não";;"Não"
"29044464";"4.1";"Nordeste II";"BA";"Carinhanha";"Sim";"Sim";"Não";;"Não"
"29044847";"4.1";"Nordeste II";"BA";"Carinhanha";"Sim";"Sim";"Não";;"Não"
"29044898";"4.1";"Nordeste II";"BA";"Carinhanha";"Sim";"Sim";"Não";;"Não"
"29045053";"4.1";"Nordeste II";"BA";"Carinhanha";"Sim";"Sim";"Não";;"Não"
"29045061";"4.1";"Nordeste II";"BA";"Carinhanha";"Sim";"Sim";"Não";;"Não"
"29045126";"4.1";"Nordeste II";"BA";"Carinhanha";"Sim";"Sim";"Não";;"Não"
"29045169";"4.1";"Nordeste II";"BA";"Feira da Mata";"Sim";"Sim";"Não";;"Não"
"29045487";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29045614";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29045649";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29045711";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29045738";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29045762";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29045843";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29045886";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29045924";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29045959";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29045967";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29046130";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29046165";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29046211";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29046319";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29046327";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29046386";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29046475";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29046858";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29046866";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29046890";"4.1";"Nordeste II";"BA";"Paratinga";"Sim";"Sim";"Não";;"Não"
"29047030";"4.1";"Nordeste II";"BA";"Serra do Ramalho";"Sim";"Sim";"Não";;"Não"
"29047056";"4.1";"Nordeste II";"BA";"Serra do Ramalho";"Sim";"Sim";"Não";;"Não"
"29047064";"4.1";"Nordeste II";"BA";"Serra do Ramalho";"Sim";"Sim";"Não";;"Não"
"29047129";"4.1";"Nordeste II";"BA";"Serra do Ramalho";"Sim";"Sim";"Não";;"Não"
"29047145";"4.1";"Nordeste II";"BA";"Serra do Ramalho";"Sim";"Sim";"Não";;"Não"
"29047161";"4.1";"Nordeste II";"BA";"Serra do Ramalho";"Sim";"Sim";"Não";;"Não"
"29047285";"4.1";"Nordeste II";"BA";"Sítio do Mato";"Sim";"Sim";"Não";;"Não"
"29047315";"4.1";"Nordeste II";"BA";"Sítio do Mato";"Sim";"Sim";"Não";;"Não"
"29047340";"4.1";"Nordeste II";"BA";"Sítio do Mato";"Sim";"Sim";"Não";;"Não"
"29047455";"4.1";"Nordeste II";"BA";"Sítio do Mato";"Sim";"Sim";"Não";;"Não"
"29047609";"4.1";"Nordeste II";"BA";"Andorinha";"Sim";"Sim";"Não";;"Não"
"29047790";"4.1";"Nordeste II";"BA";"Andorinha";"Sim";"Sim";"Não";;"Não"
"29047820";"4.1";"Nordeste II";"BA";"Andorinha";"Sim";"Sim";"Não";;"Não"
"29047862";"4.1";"Nordeste II";"BA";"Andorinha";"Sim";"Sim";"Não";;"Não"
"29047897";"4.1";"Nordeste II";"BA";"Andorinha";"Sim";"Sim";"Não";;"Não"
"29047900";"4.1";"Nordeste II";"BA";"Andorinha";"Sim";"Sim";"Não";;"Não"
"29047935";"4.1";"Nordeste II";"BA";"Andorinha";"Sim";"Sim";"Não";;"Não"
"29048028";"4.1";"Nordeste II";"BA";"Andorinha";"Sim";"Sim";"Não";;"Não"
"29048036";"4.1";"Nordeste II";"BA";"Andorinha";"Sim";"Sim";"Não";;"Não"
"29048044";"4.1";"Nordeste II";"BA";"Andorinha";"Sim";"Sim";"Não";;"Não"
"29048060";"4.1";"Nordeste II";"BA";"Andorinha";"Sim";"Sim";"Não";;"Não"
"29048133";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29048141";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29048168";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29048206";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29048214";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29048222";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Não"
"29535808";"4.1";"Nordeste II";"BA";"Campo Alegre de Lourdes";"Sim";"Sim";"Não";;"Não"
"29048338";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Não"
"29048370";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29048389";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Não"
"29048419";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29048427";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29048435";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29048516";"4.1";"Nordeste II";"BA";"Antônio Gonçalves";"Sim";"Sim";"Não";;"Sim"
"29463572";"4.1";"Nordeste II";"BA";"Carinhanha";"Sim";"Sim";"Não";;"Não"
"29048567";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29048575";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29048613";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29048630";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29048648";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29048753";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29048761";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29048796";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29048826";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29048931";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049008";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049032";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049105";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29049180";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29049199";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049210";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049253";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049288";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049300";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049377";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29049458";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049490";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29049520";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29049555";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29049571";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29049628";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049660";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049806";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29049890";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29049911";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29049946";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29049954";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29050006";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29050022";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29050120";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29050170";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29050219";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29050227";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29050260";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29050529";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29050596";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29050618";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Sim"
"29050669";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29050782";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29050820";"4.1";"Nordeste II";"BA";"Campo Formoso";"Sim";"Sim";"Não";;"Não"
"29051207";"4.1";"Nordeste II";"BA";"Filadélfia";"Sim";"Sim";"Não";;"Não"
"29051258";"4.1";"Nordeste II";"BA";"Filadélfia";"Sim";"Sim";"Não";;"Não"
"29051495";"4.1";"Nordeste II";"BA";"Filadélfia";"Sim";"Sim";"Não";;"Não"
"29051746";"4.1";"Nordeste II";"BA";"Itiúba";"Sim";"Sim";"Não";;"Não"
"29052289";"4.1";"Nordeste II";"BA";"Itiúba";"Sim";"Sim";"Não";;"Não"
