"PROJETO";"Fase";"Região";"UF";"Município";"Escopo_RE";"Escopo_RI";"Escopo_GS";"Energia compart";"Escola Conectada"
"13086367";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13087096";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13318284";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002716";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13002970";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13067192";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002708";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13095803";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13001604";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13001353";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13082094";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085719";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13079743";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085760";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13085905";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086170";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086588";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13092014";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Não";"Não";"Não";;"Não"
"13086090";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086383";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086111";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13001493";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085646";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13151207";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002341";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13087088";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13082140";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13082060";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086952";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086073";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13067184";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Sim"
"13092073";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13112805";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085530";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13086138";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Sim"
"13086014";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13001442";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13095188";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086189";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13113801";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13103121";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086421";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13002031";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13129805";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13086219";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086634";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13001906";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13129600";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13085808";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13086987";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085859";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002511";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086472";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13002422";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085832";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13082124";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13092065";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13001302";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086456";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13318250";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13001701";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085972";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085522";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085948";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13001574";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086405";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085794";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086006";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086723";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086960";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086936";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086359";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Sim"
"13092081";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086898";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086910";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13087037";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085743";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13086707";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13318233";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002830";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086979";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002929";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13086413";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13095218";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085751";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13064002";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13318292";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085786";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13086430";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13082051";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13087118";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13086260";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085778";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13129406";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13316273";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002473";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002090";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13087002";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085867";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13086685";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13002406";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13099019";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13064371";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13087070";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086782";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13320246";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086600";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085735";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13086154";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13101960";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086499";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13001914";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13085573";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086030";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086995";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085700";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13001973";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002732";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085999";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13002112";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13103113";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13121200";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002619";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085913";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086677";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13087053";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13063910";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13121405";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13095226";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13082086";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086448";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13320289";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085840";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13063740";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086278";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086332";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13091980";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13121006";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13320262";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13002600";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13001477";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13149202";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13086618";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086715";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085689";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13085824";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13086340";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086693";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13086502";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13092006";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13098993";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13085654";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13002872";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002350";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Sim"
"13001345";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002368";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002180";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13102303";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13072110";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Sim"
"13002880";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13001370";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Sim";;"Não"
"13096672";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Sim"
"13001388";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13001396";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Sim"
"13001400";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13002694";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13108212";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Não"
"13101528";"2 e 3";"Norte";"AM";"São Gabriel da Cachoeira";"Sim";"Sim";"Não";;"Sim"
"12033049";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12007641";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";"Sim";"Não"
"12007943";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12043630";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12028142";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12008109";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12060224";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12018740";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";"Sim";"Não"
"12022730";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12008559";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12008737";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";"Sim";"Não"
"12032352";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12007307";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Sim"
"12032204";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Sim"
"12033170";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12007374";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12007382";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Sim"
"12031348";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12029343";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12023744";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12007498";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12008052";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12025836";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Não";"Não";;"Sim"
"12029866";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12027154";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12027456";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12033642";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12007706";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12043249";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12007811";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12029378";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12007773";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";"Sim";"Não"
"12008150";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12007803";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12047023";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12007846";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12033413";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12026174";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12026190";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12022802";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12026247";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12030490";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12044628";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12029823";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";"Sim";"Não"
"12033154";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12020567";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12007889";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";"Sim";"Não"
"12007919";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Sim"
"12033464";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12007935";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12043826";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12018708";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12030163";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";"Sim";"Sim"
"12007994";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12021385";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12025941";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12026883";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12008010";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12018716";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12008028";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12033650";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12043427";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12025828";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";"Sim";"Não"
"12032107";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Sim"
"12008176";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12008060";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";"Sim";"Não"
"12008079";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12027448";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12008087";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";"Sim";"Não"
"12045624";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12025950";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Sim"
"12008095";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12025917";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12008826";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";"Sim";"Não"
"12029831";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12031739";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12028150";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12008133";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12022721";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12019380";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12026832";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12008214";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12008222";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12044024";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
"12025640";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Não";;"Não"
"12008273";"2 e 3";"Norte";"AC";"Sena Madureira";"Sim";"Sim";"Sim";;"Não"
